"S. No","Time","factory_id","COD - (mg/l) Raw","BOD - (mg/l) Raw","pH - (pH) Raw","TSS - (mg/l) Raw"
"356","2026-02-01 05:55","FACTORY_A","120.70","43.20","7.21","77.94"
"357","2026-02-01 05:56","FACTORY_A","120.70","47.24","7.18","75.34"
"358","2026-02-01 05:57","FACTORY_A","120.81","44.61","7.07","86.59"
"359","2026-02-01 05:58","FACTORY_A","117.41","47.71","7.14","83.55"
"360","2026-02-01 05:59","FACTORY_A","119.56","45.40","7.31","74.35"
"361","2026-02-01 06:00","FACTORY_A","119.54","45.76","7.26","80.70"
"362","2026-02-01 06:01","FACTORY_A","121.15","44.31","7.21","75.73"
"363","2026-02-01 06:02","FACTORY_A","123.00","47.11","7.12","85.30"
"364","2026-02-01 06:03","FACTORY_A","116.82","45.91","7.23","80.61"
"365","2026-02-01 06:04","FACTORY_A","119.62","47.16","7.19","87.64"
"366","2026-02-01 06:05","FACTORY_A","124.44","45.27","7.23","75.34"
"367","2026-02-01 06:06","FACTORY_A","117.77","44.93","7.14","81.14"
"368","2026-02-01 06:07","FACTORY_A","117.53","45.89","7.18","79.94"
"369","2026-02-01 06:08","FACTORY_A","120.61","47.16","7.24","81.27"
"370","2026-02-01 06:09","FACTORY_A","122.53","46.53","7.30","77.17"
"371","2026-02-01 06:10","FACTORY_A","120.03","45.21","7.17","68.75"
"372","2026-02-01 06:11","FACTORY_A","123.99","42.21","7.15","83.40"
"373","2026-02-01 06:12","FACTORY_A","122.57","46.22","7.25","80.27"
"374","2026-02-01 06:13","FACTORY_A","122.53","42.84","7.14","75.84"
"375","2026-02-01 06:14","FACTORY_A","121.66","45.05","7.14","77.49"
"376","2026-02-01 06:15","FACTORY_A","126.98","44.83","7.21","74.15"
"377","2026-02-01 06:16","FACTORY_A","119.38","42.87","7.30","70.71"
"378","2026-02-01 06:17","FACTORY_A","113.99","45.56","7.16","85.19"
"379","2026-02-01 06:18","FACTORY_A","124.81","48.23","7.18","82.86"
"380","2026-02-01 06:19","FACTORY_A","118.63","44.53","7.21","73.24"
"381","2026-02-01 06:20","FACTORY_A","120.32","46.15","7.18","92.62"
"382","2026-02-01 06:21","FACTORY_A","123.93","48.53","7.11","74.37"
"383","2026-02-01 06:22","FACTORY_A","115.19","46.29","7.24","83.57"
"384","2026-02-01 06:23","FACTORY_A","116.25","44.03","7.21","80.02"
"385","2026-02-01 06:24","FACTORY_A","115.20","45.36","7.22","73.69"
"386","2026-02-01 06:25","FACTORY_A","117.62","45.72","7.19","81.75"
"387","2026-02-01 06:26","FACTORY_A","121.32","47.15","7.28","79.08"
"388","2026-02-01 06:27","FACTORY_A","121.57","46.82","7.17","76.82"
"389","2026-02-01 06:28","FACTORY_A","120.83","40.85","7.15","86.60"
"390","2026-02-01 06:29","FACTORY_A","115.76","43.72","7.28","83.12"
"391","2026-02-01 06:30","FACTORY_A","113.07","44.89","7.09","83.60"
"392","2026-02-01 06:31","FACTORY_A","120.16","43.48","7.19","78.92"
"393","2026-02-01 06:32","FACTORY_A","118.58","39.45","7.20","81.76"
"394","2026-02-01 06:33","FACTORY_A","121.38","43.91","7.19","79.87"
"395","2026-02-01 06:34","FACTORY_A","122.11","44.99","7.12","82.50"
"396","2026-02-01 06:35","FACTORY_A","120.41","44.21","7.14","75.14"
"397","2026-02-01 06:36","FACTORY_A","122.28","43.50","7.25","68.13"
"398","2026-02-01 06:37","FACTORY_A","120.69","45.06","7.27","86.78"
"399","2026-02-01 06:38","FACTORY_A","121.59","45.51","7.18","79.93"
"400","2026-02-01 06:39","FACTORY_A","117.89","44.30","7.15","82.86"
"401","2026-02-01 06:40","FACTORY_A","119.46","47.06","7.11","76.58"
"402","2026-02-01 06:41","FACTORY_A","120.59","45.09","7.25","78.88"
"403","2026-02-01 06:42","FACTORY_A","122.46","43.69","7.25","87.60"
"404","2026-02-01 06:43","FACTORY_A","118.82","43.31","7.06","81.82"
"405","2026-02-01 06:44","FACTORY_A","121.56","44.68","7.08","91.02"
"406","2026-02-01 06:45","FACTORY_A","119.20","46.67","7.21","84.46"
"407","2026-02-01 06:46","FACTORY_A","119.65","43.76","7.21","76.66"
"408","2026-02-01 06:47","FACTORY_A","122.49","45.89","7.18","82.21"
"409","2026-02-01 06:48","FACTORY_A","114.02","45.14","7.20","88.41"
"410","2026-02-01 06:49","FACTORY_A","116.11","47.99","7.19","81.10"
"411","2026-02-01 06:50","FACTORY_A","115.55","45.59","7.20","83.23"
"412","2026-02-01 06:51","FACTORY_A","113.00","43.95","7.15","87.06"
"413","2026-02-01 06:52","FACTORY_A","117.97","46.10","7.20","68.27"
"414","2026-02-01 06:53","FACTORY_A","122.25","46.16","7.17","83.51"
"415","2026-02-01 06:54","FACTORY_A","119.15","44.40","7.16","86.73"
"416","2026-02-01 06:55","FACTORY_A","120.59","43.25","7.11","76.16"
"417","2026-02-01 06:56","FACTORY_A","123.27","45.80","7.19","85.23"
"418","2026-02-01 06:57","FACTORY_A","123.98","45.10","7.24","79.97"
"419","2026-02-01 06:58","FACTORY_A","119.79","42.73","7.18","71.54"
"420","2026-02-01 06:59","FACTORY_A","124.06","45.38","7.18","83.95"
"421","2026-02-01 07:00","FACTORY_A","120.28","44.04","7.26","79.95"
"422","2026-02-01 07:01","FACTORY_A","117.49","42.73","7.25","79.63"
"423","2026-02-01 07:02","FACTORY_A","118.22","44.47","7.29","83.23"
"424","2026-02-01 07:03","FACTORY_A","115.56","46.92","7.31","75.25"
"425","2026-02-01 07:04","FACTORY_A","117.34","46.81","7.20","83.86"
"426","2026-02-01 07:05","FACTORY_A","118.93","46.42","7.14","75.44"
"427","2026-02-01 07:06","FACTORY_A","122.41","45.40","7.17","87.56"
"428","2026-02-01 07:07","FACTORY_A","125.16","45.89","7.23","85.70"
"429","2026-02-01 07:08","FACTORY_A","115.85","45.15","7.27","87.69"
"430","2026-02-01 07:09","FACTORY_A","121.18","43.34","7.15","82.32"
"431","2026-02-01 07:10","FACTORY_A","116.88","43.64","7.21","77.88"
"432","2026-02-01 07:11","FACTORY_A","121.42","44.09","7.16","76.40"
"433","2026-02-01 07:12","FACTORY_A","119.61","47.10","7.19","76.10"
"434","2026-02-01 07:13","FACTORY_A","114.51","46.62","7.19","79.14"
"435","2026-02-01 07:14","FACTORY_A","122.78","43.38","7.22","76.57"
"436","2026-02-01 07:15","FACTORY_A","118.18","45.08","7.30","81.62"
"437","2026-02-01 07:16","FACTORY_A","118.40","44.40","7.22","75.97"
"438","2026-02-01 07:17","FACTORY_A","116.79","44.77","7.18","76.89"
"439","2026-02-01 07:18","FACTORY_A","118.04","44.20","7.17","78.10"
"440","2026-02-01 07:19","FACTORY_A","121.28","47.11","7.19","76.12"
"441","2026-02-01 07:20","FACTORY_A","119.43","44.97","7.16","78.29"
"442","2026-02-01 07:21","FACTORY_A","120.99","45.32","7.21","82.92"
"443","2026-02-01 07:22","FACTORY_A","121.09","45.34","7.08","75.58"
"444","2026-02-01 07:23","FACTORY_A","123.96","43.46","7.19","73.98"
"445","2026-02-01 07:24","FACTORY_A","118.97","45.16","7.19","79.11"
"446","2026-02-01 07:25","FACTORY_A","115.57","46.59","7.14","74.30"
"447","2026-02-01 07:26","FACTORY_A","123.20","47.21","7.18","86.68"
"448","2026-02-01 07:27","FACTORY_A","119.01","43.28","7.26","76.51"
"449","2026-02-01 07:28","FACTORY_A","123.34","42.72","7.26","80.24"
"450","2026-02-01 07:29","FACTORY_A","121.15","45.09","7.17","82.27"
"451","2026-02-01 07:30","FACTORY_A","119.61","46.66","7.23","73.69"
"452","2026-02-01 07:31","FACTORY_A","121.05","45.54","7.13","75.78"
"453","2026-02-01 07:32","FACTORY_A","125.85","46.02","7.19","76.85"
"454","2026-02-01 07:33","FACTORY_A","126.23","42.96","7.21","83.91"
"455","2026-02-01 07:34","FACTORY_A","120.21","44.14","7.28","89.16"
"456","2026-02-01 07:35","FACTORY_A","120.48","41.71","7.26","89.28"
"457","2026-02-01 07:36","FACTORY_A","123.23","44.79","7.21","86.37"
"458","2026-02-01 07:37","FACTORY_A","117.46","41.75","7.15","73.80"
"459","2026-02-01 07:38","FACTORY_A","121.00","47.00","7.27","75.62"
"460","2026-02-01 07:39","FACTORY_A","119.92","47.33","7.18","86.94"
"461","2026-02-01 07:40","FACTORY_A","120.94","45.21","7.22","87.63"
"462","2026-02-01 07:41","FACTORY_A","117.50","42.73","7.19","83.98"
"463","2026-02-01 07:42","FACTORY_A","115.23","45.56","7.30","84.03"
"464","2026-02-01 07:43","FACTORY_A","113.78","47.79","7.17","77.85"
"465","2026-02-01 07:44","FACTORY_A","116.65","45.71","7.25","88.58"
"466","2026-02-01 07:45","FACTORY_A","118.62","46.78","7.20","76.34"
"467","2026-02-01 07:46","FACTORY_A","119.12","44.27","7.23","71.95"
"468","2026-02-01 07:47","FACTORY_A","125.81","43.69","7.28","84.01"
"469","2026-02-01 07:48","FACTORY_A","123.32","44.89","7.10","77.09"
"470","2026-02-01 07:49","FACTORY_A","117.11","42.11","7.20","73.51"
"471","2026-02-01 07:50","FACTORY_A","121.04","48.40","7.16","84.39"
"472","2026-02-01 07:51","FACTORY_A","118.78","45.21","7.22","70.86"
"473","2026-02-01 07:52","FACTORY_A","119.15","46.30","7.23","82.27"
"474","2026-02-01 07:53","FACTORY_A","120.56","44.31","7.18","77.77"
"475","2026-02-01 07:54","FACTORY_A","121.86","42.69","7.17","88.01"
"476","2026-02-01 07:55","FACTORY_A","118.98","47.14","7.21","82.29"
"477","2026-02-01 07:56","FACTORY_A","123.19","43.31","7.14","85.37"
"478","2026-02-01 07:57","FACTORY_A","116.57","45.52","7.22","74.58"
"479","2026-02-01 07:58","FACTORY_A","120.02","45.66","7.16","71.53"
"480","2026-02-01 07:59","FACTORY_A","127.79","45.11","7.24","78.19"
"481","2026-02-01 08:00","FACTORY_A","120.67","43.82","7.13","83.06"
"482","2026-02-01 08:01","FACTORY_A","124.30","44.78","7.17","80.36"
"483","2026-02-01 08:02","FACTORY_A","120.27","43.57","7.16","85.75"
"484","2026-02-01 08:03","FACTORY_A","121.74","46.21","7.19","82.73"
"485","2026-02-01 08:04","FACTORY_A","119.83","45.86","7.27","74.75"
"486","2026-02-01 08:05","FACTORY_A","119.49","44.97","7.24","82.32"
"487","2026-02-01 08:06","FACTORY_A","117.66","44.15","7.18","80.86"
"488","2026-02-01 08:07","FACTORY_A","121.29","48.16","7.18","86.35"
"489","2026-02-01 08:08","FACTORY_A","117.45","43.05","7.24","75.37"
"490","2026-02-01 08:09","FACTORY_A","122.00","42.68","7.14","76.68"
"491","2026-02-01 08:10","FACTORY_A","123.26","44.88","7.20","81.98"
"492","2026-02-01 08:11","FACTORY_A","121.10","44.61","7.17","87.07"
"493","2026-02-01 08:12","FACTORY_A","119.14","46.65","7.19","79.00"
"494","2026-02-01 08:13","FACTORY_A","121.36","45.97","7.24","82.98"
"495","2026-02-01 08:14","FACTORY_A","119.07","45.04","7.17","80.18"
"496","2026-02-01 08:15","FACTORY_A","122.81","45.75","7.25","79.79"
"497","2026-02-01 08:16","FACTORY_A","114.51","45.72","7.31","85.76"
"498","2026-02-01 08:17","FACTORY_A","118.99","48.16","7.23","80.55"
"499","2026-02-01 08:18","FACTORY_A","114.03","45.38","7.20","77.79"
"500","2026-02-01 08:19","FACTORY_A","115.51","43.98","7.26","77.49"
"501","2026-02-01 08:20","FACTORY_A","124.09","45.30","7.14","78.46"
"502","2026-02-01 08:21","FACTORY_A","122.69","41.07","7.28","76.54"
"503","2026-02-01 08:22","FACTORY_A","117.84","44.95","7.16","78.81"
"504","2026-02-01 08:23","FACTORY_A","115.49","46.64","7.31","80.29"
"505","2026-02-01 08:24","FACTORY_A","111.11","45.90","7.16","81.43"
"506","2026-02-01 08:25","FACTORY_A","118.37","45.45","7.23","75.07"
"507","2026-02-01 08:26","FACTORY_A","127.26","45.97","7.12","77.90"
"508","2026-02-01 08:27","FACTORY_A","121.30","46.65","7.19","78.14"
"509","2026-02-01 08:28","FACTORY_A","118.32","47.14","7.15","76.18"
"510","2026-02-01 08:29","FACTORY_A","121.40","45.67","7.13","77.10"
"511","2026-02-01 08:30","FACTORY_A","115.32","44.53","7.26","84.50"
"512","2026-02-01 08:31","FACTORY_A","119.11","41.53","7.14","86.82"
"513","2026-02-01 08:32","FACTORY_A","120.30","46.47","7.16","78.43"
"514","2026-02-01 08:33","FACTORY_A","119.74","45.77","7.16","76.44"
"515","2026-02-01 08:34","FACTORY_A","122.37","45.23","7.26","79.59"
"516","2026-02-01 08:35","FACTORY_A","121.03","43.97","7.25","80.42"
"517","2026-02-01 08:36","FACTORY_A","122.00","46.45","7.26","83.46"
"518","2026-02-01 08:37","FACTORY_A","117.93","44.61","7.16","78.02"
"519","2026-02-01 08:38","FACTORY_A","122.69","44.95","7.27","77.29"
"520","2026-02-01 08:39","FACTORY_A","124.89","44.92","7.16","92.26"
"521","2026-02-01 08:40","FACTORY_A","117.09","45.67","7.16","73.53"
"522","2026-02-01 08:41","FACTORY_A","117.34","43.28","7.17","84.51"
"523","2026-02-01 08:42","FACTORY_A","124.01","45.84","7.17","87.45"
"524","2026-02-01 08:43","FACTORY_A","119.43","43.92","7.20","78.73"
"525","2026-02-01 08:44","FACTORY_A","124.21","43.97","7.16","82.20"
"526","2026-02-01 08:45","FACTORY_A","118.67","46.33","7.21","71.62"
"527","2026-02-01 08:46","FACTORY_A","124.37","43.51","7.07","80.12"
"528","2026-02-01 08:47","FACTORY_A","120.39","46.33","7.21","85.80"
"529","2026-02-01 08:48","FACTORY_A","120.77","45.15","7.15","80.60"
"530","2026-02-01 08:49","FACTORY_A","124.69","42.53","7.17","80.19"
"531","2026-02-01 08:50","FACTORY_A","118.91","47.05","7.17","88.67"
"532","2026-02-01 08:51","FACTORY_A","117.18","45.47","7.25","84.10"
"533","2026-02-01 08:52","FACTORY_A","118.65","45.59","7.23","83.54"
"534","2026-02-01 08:53","FACTORY_A","121.36","46.51","7.19","75.95"
"535","2026-02-01 08:54","FACTORY_A","115.30","47.25","7.16","67.78"
"536","2026-02-01 08:55","FACTORY_A","121.91","45.30","7.24","81.87"
"537","2026-02-01 08:56","FACTORY_A","118.38","45.93","7.29","80.03"
"538","2026-02-01 08:57","FACTORY_A","123.44","45.56","7.20","83.81"
"539","2026-02-01 08:58","FACTORY_A","112.82","44.49","7.12","80.62"
"540","2026-02-01 08:59","FACTORY_A","117.64","42.62","7.16","80.22"
"541","2026-02-01 09:00","FACTORY_A","114.94","45.32","7.23","80.15"
"542","2026-02-01 09:01","FACTORY_A","117.52","47.07","7.18","74.45"
"543","2026-02-01 09:02","FACTORY_A","120.74","45.87","7.16","70.77"
"544","2026-02-01 09:03","FACTORY_A","119.46","43.40","7.15","75.57"
"545","2026-02-01 09:04","FACTORY_A","119.24","46.65","7.20","74.49"
"546","2026-02-01 09:05","FACTORY_A","119.52","44.54","7.12","79.77"
"547","2026-02-01 09:06","FACTORY_A","120.61","41.86","7.20","71.83"
"548","2026-02-01 09:07","FACTORY_A","116.97","46.53","7.20","77.62"
"549","2026-02-01 09:08","FACTORY_A","122.12","43.58","7.18","89.65"
"550","2026-02-01 09:09","FACTORY_A","121.99","47.67","7.15","79.63"
"551","2026-02-01 09:10","FACTORY_A","121.16","46.72","7.25","80.24"
"552","2026-02-01 09:11","FACTORY_A","121.67","44.66","7.13","80.08"
"553","2026-02-01 09:12","FACTORY_A","120.89","45.69","7.21","81.06"
"554","2026-02-01 09:13","FACTORY_A","126.11","48.64","7.24","77.37"
"555","2026-02-01 09:14","FACTORY_A","119.74","46.50","7.21","79.17"
"556","2026-02-01 09:15","FACTORY_A","119.08","45.36","7.26","77.29"
"557","2026-02-01 09:16","FACTORY_A","117.74","49.33","7.14","72.54"
"558","2026-02-01 09:17","FACTORY_A","116.90","45.18","7.16","85.86"
"559","2026-02-01 09:18","FACTORY_A","116.27","45.87","7.18","75.59"
"560","2026-02-01 09:19","FACTORY_A","117.33","43.60","7.36","88.00"
"561","2026-02-01 09:20","FACTORY_A","119.79","42.49","7.23","76.18"
"562","2026-02-01 09:21","FACTORY_A","121.00","44.57","7.23","73.21"
"563","2026-02-01 09:22","FACTORY_A","120.15","45.06","7.23","89.68"
"564","2026-02-01 09:23","FACTORY_A","117.70","45.49","7.20","72.60"
"565","2026-02-01 09:24","FACTORY_A","122.70","42.87","7.25","68.68"
"566","2026-02-01 09:25","FACTORY_A","122.22","45.99","7.11","72.77"
"567","2026-02-01 09:26","FACTORY_A","119.52","43.75","7.21","79.31"
"568","2026-02-01 09:27","FACTORY_A","118.04","45.91","7.22","73.31"
"569","2026-02-01 09:28","FACTORY_A","121.65","46.40","7.25","77.19"
"570","2026-02-01 09:29","FACTORY_A","120.56","44.41","7.14","69.83"
"571","2026-02-01 09:30","FACTORY_A","115.66","43.55","7.15","85.44"
"572","2026-02-01 09:31","FACTORY_A","119.80","47.32","7.15","82.10"
"573","2026-02-01 09:32","FACTORY_A","120.79","46.31","7.23","73.67"
"574","2026-02-01 09:33","FACTORY_A","117.30","45.23","7.23","68.42"
"575","2026-02-01 09:34","FACTORY_A","120.57","47.20","7.15","75.48"
"576","2026-02-01 09:35","FACTORY_A","115.64","45.12","7.30","83.25"
"577","2026-02-01 09:36","FACTORY_A","124.01","44.07","7.21","85.38"
"578","2026-02-01 09:37","FACTORY_A","123.74","43.50","7.21","78.82"
"579","2026-02-01 09:38","FACTORY_A","119.24","44.84","7.19","77.49"
"580","2026-02-01 09:39","FACTORY_A","121.09","46.16","7.25","77.11"
"581","2026-02-01 09:40","FACTORY_A","112.77","47.08","7.22","81.52"
"582","2026-02-01 09:41","FACTORY_A","116.53","45.04","7.29","84.41"
"583","2026-02-01 09:42","FACTORY_A","119.12","46.82","7.14","79.28"
"584","2026-02-01 09:43","FACTORY_A","116.78","44.68","7.12","78.13"
"585","2026-02-01 09:44","FACTORY_A","122.14","43.83","7.16","83.90"
"586","2026-02-01 09:45","FACTORY_A","125.99","43.04","7.23","87.47"
"587","2026-02-01 09:46","FACTORY_A","116.47","44.24","7.18","78.57"
"588","2026-02-01 09:47","FACTORY_A","117.49","43.10","7.26","80.42"
"589","2026-02-01 09:48","FACTORY_A","120.71","48.01","7.18","76.24"
"590","2026-02-01 09:49","FACTORY_A","124.83","45.66","7.25","80.40"
"591","2026-02-01 09:50","FACTORY_A","116.33","44.86","7.16","75.37"
"592","2026-02-01 09:51","FACTORY_A","120.75","47.58","7.26","87.11"
"593","2026-02-01 09:52","FACTORY_A","125.46","43.05","7.27","84.43"
"594","2026-02-01 09:53","FACTORY_A","115.04","44.79","7.17","88.69"
"595","2026-02-01 09:54","FACTORY_A","116.16","48.00","7.22","77.20"
"596","2026-02-01 09:55","FACTORY_A","118.73","44.78","7.21","90.35"
"597","2026-02-01 09:56","FACTORY_A","118.44","48.67","7.23","81.22"
"598","2026-02-01 09:57","FACTORY_A","122.44","46.18","7.26","79.33"
"599","2026-02-01 09:58","FACTORY_A","120.72","46.96","7.25","86.29"
"600","2026-02-01 09:59","FACTORY_A","114.68","47.00","7.23","74.90"
"601","2026-02-01 10:00","FACTORY_A","121.55","45.00","7.23","80.17"
"602","2026-02-01 10:01","FACTORY_A","118.27","44.27","7.14","79.22"
"603","2026-02-01 10:02","FACTORY_A","123.82","44.83","7.20","82.09"
"604","2026-02-01 10:03","FACTORY_A","118.12","43.52","7.14","77.78"
"605","2026-02-01 10:04","FACTORY_A","118.09","44.90","7.20","77.30"
"606","2026-02-01 10:05","FACTORY_A","121.62","44.99","7.26","78.10"
"607","2026-02-01 10:06","FACTORY_A","122.29","47.53","7.20","78.55"
"608","2026-02-01 10:07","FACTORY_A","121.34","45.89","7.07","80.39"
"609","2026-02-01 10:08","FACTORY_A","114.94","48.54","7.15","86.44"
"610","2026-02-01 10:09","FACTORY_A","121.61","41.76","7.23","69.22"
"611","2026-02-01 10:10","FACTORY_A","116.90","43.17","7.17","83.83"
"612","2026-02-01 10:11","FACTORY_A","120.71","44.47","7.24","77.64"
"613","2026-02-01 10:12","FACTORY_A","115.73","47.24","7.14","79.11"
"614","2026-02-01 10:13","FACTORY_A","121.34","44.84","7.22","74.57"
"615","2026-02-01 10:14","FACTORY_A","117.58","42.80","7.22","80.23"
"616","2026-02-01 10:15","FACTORY_A","116.15","44.63","7.24","78.04"
"617","2026-02-01 10:16","FACTORY_A","122.14","43.20","7.17","78.88"
"618","2026-02-01 10:17","FACTORY_A","120.72","42.91","7.24","82.92"
"619","2026-02-01 10:18","FACTORY_A","118.16","48.00","7.28","83.18"
"620","2026-02-01 10:19","FACTORY_A","124.35","44.47","7.09","87.10"
"621","2026-02-01 10:20","FACTORY_A","118.68","45.26","7.20","77.04"
"622","2026-02-01 10:21","FACTORY_A","120.10","44.86","7.11","83.41"
"623","2026-02-01 10:22","FACTORY_A","120.81","44.62","7.16","83.17"
"624","2026-02-01 10:23","FACTORY_A","118.14","43.74","7.16","80.44"
"625","2026-02-01 10:24","FACTORY_A","121.41","44.53","7.20","88.43"
"626","2026-02-01 10:25","FACTORY_A","118.40","45.51","7.22","76.81"
"627","2026-02-01 10:26","FACTORY_A","118.77","47.13","7.25","80.75"
"628","2026-02-01 10:27","FACTORY_A","124.09","46.42","7.21","81.52"
"629","2026-02-01 10:28","FACTORY_A","116.88","43.17","7.23","74.01"
"630","2026-02-01 10:29","FACTORY_A","112.76","46.48","7.15","86.32"
"631","2026-02-01 10:30","FACTORY_A","124.83","45.71","7.25","79.47"
"632","2026-02-01 10:31","FACTORY_A","127.65","44.06","7.04","82.19"
"633","2026-02-01 10:32","FACTORY_A","118.78","45.27","7.28","87.90"
"634","2026-02-01 10:33","FACTORY_A","114.19","45.86","7.27","81.08"
"635","2026-02-01 10:34","FACTORY_A","119.07","45.07","7.24","80.20"
"636","2026-02-01 10:35","FACTORY_A","119.14","45.72","7.31","80.33"
"637","2026-02-01 10:36","FACTORY_A","119.43","43.71","7.11","74.98"
"638","2026-02-01 10:37","FACTORY_A","116.66","47.99","7.24","78.10"
"639","2026-02-01 10:38","FACTORY_A","121.74","42.11","7.21","79.24"
"640","2026-02-01 10:39","FACTORY_A","121.57","45.87","7.21","80.49"
"641","2026-02-01 10:40","FACTORY_A","115.52","45.55","7.14","86.89"
"642","2026-02-01 10:41","FACTORY_A","122.10","45.96","7.22","84.65"
"643","2026-02-01 10:42","FACTORY_A","126.16","43.94","7.22","77.06"
"644","2026-02-01 10:43","FACTORY_A","120.52","46.75","7.17","79.88"
"645","2026-02-01 10:44","FACTORY_A","118.99","44.84","7.20","87.00"
"646","2026-02-01 10:45","FACTORY_A","119.57","43.22","7.13","71.38"
"647","2026-02-01 10:46","FACTORY_A","121.85","43.36","7.18","78.86"
"648","2026-02-01 10:47","FACTORY_A","114.81","45.19","7.25","73.47"
"649","2026-02-01 10:48","FACTORY_A","120.49","42.61","7.25","92.22"
"650","2026-02-01 10:49","FACTORY_A","118.83","47.70","7.24","83.86"
"651","2026-02-01 10:50","FACTORY_A","125.54","46.57","7.25","77.52"
"652","2026-02-01 10:51","FACTORY_A","119.48","47.74","7.25","79.82"
"653","2026-02-01 10:52","FACTORY_A","125.00","47.58","7.17","75.89"
