"S. No","Time","factory_id","COD - (mg/l) Raw","BOD - (mg/l) Raw","pH - (pH) Raw","TSS - (mg/l) Raw"
"356","2026-02-01 05:55","FACTORY_C","115.00","45.16","7.22","71.08"
"357","2026-02-01 05:56","FACTORY_C","115.00","45.46","7.13","80.46"
"358","2026-02-01 05:57","FACTORY_C","115.00","45.74","7.17","80.31"
"359","2026-02-01 05:58","FACTORY_C","115.00","44.12","7.25","80.15"
"360","2026-02-01 05:59","FACTORY_C","115.00","43.76","7.15","81.59"
"361","2026-02-01 06:00","FACTORY_C","115.00","45.04","7.26","75.94"
"362","2026-02-01 06:01","FACTORY_C","115.00","44.01","7.16","79.14"
"363","2026-02-01 06:02","FACTORY_C","115.00","43.66","7.18","85.11"
"364","2026-02-01 06:03","FACTORY_C","115.00","46.74","7.19","77.37"
"365","2026-02-01 06:04","FACTORY_C","115.00","46.35","7.22","80.78"
"366","2026-02-01 06:05","FACTORY_C","115.00","45.41","7.25","84.41"
"367","2026-02-01 06:06","FACTORY_C","115.00","45.60","7.22","81.89"
"368","2026-02-01 06:07","FACTORY_C","115.00","44.21","7.22","78.08"
"369","2026-02-01 06:08","FACTORY_C","115.00","44.41","7.15","82.05"
"370","2026-02-01 06:09","FACTORY_C","115.00","44.42","7.22","77.20"
"371","2026-02-01 06:10","FACTORY_C","115.00","42.73","7.35","82.74"
"372","2026-02-01 06:11","FACTORY_C","115.00","44.63","7.22","88.46"
"373","2026-02-01 06:12","FACTORY_C","115.00","45.52","7.26","85.60"
"374","2026-02-01 06:13","FACTORY_C","115.00","45.61","7.21","81.55"
"375","2026-02-01 06:14","FACTORY_C","115.00","41.82","7.22","74.75"
"376","2026-02-01 06:15","FACTORY_C","115.00","46.15","7.14","85.79"
"377","2026-02-01 06:16","FACTORY_C","115.00","45.20","7.20","86.84"
"378","2026-02-01 06:17","FACTORY_C","115.00","42.51","7.14","79.60"
"379","2026-02-01 06:18","FACTORY_C","115.00","44.45","7.13","81.61"
"380","2026-02-01 06:19","FACTORY_C","115.00","43.61","7.18","82.15"
"381","2026-02-01 06:20","FACTORY_C","115.00","45.09","7.21","82.61"
"382","2026-02-01 06:21","FACTORY_C","115.00","41.75","7.26","82.40"
"383","2026-02-01 06:22","FACTORY_C","115.00","46.48","7.21","83.62"
"384","2026-02-01 06:23","FACTORY_C","115.00","43.97","7.19","78.57"
"385","2026-02-01 06:24","FACTORY_C","115.00","45.15","7.29","68.86"
"386","2026-02-01 06:25","FACTORY_C","115.00","43.45","7.23","77.99"
"387","2026-02-01 06:26","FACTORY_C","115.00","43.86","7.12","80.32"
"388","2026-02-01 06:27","FACTORY_C","115.00","43.81","7.19","81.92"
"389","2026-02-01 06:28","FACTORY_C","115.00","45.15","7.20","81.99"
"390","2026-02-01 06:29","FACTORY_C","115.00","46.34","7.16","78.71"
"391","2026-02-01 06:30","FACTORY_C","115.00","46.09","7.19","72.98"
"392","2026-02-01 06:31","FACTORY_C","115.00","46.00","7.17","76.37"
"393","2026-02-01 06:32","FACTORY_C","115.00","45.74","7.17","76.52"
"394","2026-02-01 06:33","FACTORY_C","115.00","44.58","7.25","77.43"
"395","2026-02-01 06:34","FACTORY_C","115.00","47.00","7.16","75.52"
"396","2026-02-01 06:35","FACTORY_C","115.00","43.93","7.22","78.37"
"397","2026-02-01 06:36","FACTORY_C","115.00","43.77","7.26","73.04"
"398","2026-02-01 06:37","FACTORY_C","115.00","45.85","7.21","79.97"
"399","2026-02-01 06:38","FACTORY_C","115.00","43.75","7.17","75.96"
"400","2026-02-01 06:39","FACTORY_C","115.00","43.27","7.13","75.72"
"401","2026-02-01 06:40","FACTORY_C","115.00","45.98","7.31","84.91"
"402","2026-02-01 06:41","FACTORY_C","115.00","46.51","7.24","82.38"
"403","2026-02-01 06:42","FACTORY_C","115.00","43.78","7.19","75.53"
"404","2026-02-01 06:43","FACTORY_C","115.00","44.15","7.20","83.32"
"405","2026-02-01 06:44","FACTORY_C","115.00","45.39","7.12","75.16"
"406","2026-02-01 06:45","FACTORY_C","115.00","44.29","7.13","81.45"
"407","2026-02-01 06:46","FACTORY_C","115.00","45.78","7.18","77.37"
"408","2026-02-01 06:47","FACTORY_C","115.00","44.39","7.19","74.21"
"409","2026-02-01 06:48","FACTORY_C","115.00","46.10","7.25","76.85"
"410","2026-02-01 06:49","FACTORY_C","115.00","47.99","7.16","81.75"
"411","2026-02-01 06:50","FACTORY_C","115.00","45.60","7.20","85.43"
"412","2026-02-01 06:51","FACTORY_C","115.00","43.09","7.15","79.76"
"413","2026-02-01 06:52","FACTORY_C","115.00","46.11","7.20","82.69"
"414","2026-02-01 06:53","FACTORY_C","115.00","43.67","7.22","76.10"
"415","2026-02-01 06:54","FACTORY_C","115.00","44.15","7.23","84.55"
"416","2026-02-01 06:55","FACTORY_C","115.00","42.66","7.27","86.98"
"417","2026-02-01 06:56","FACTORY_C","115.00","45.81","7.11","83.36"
"418","2026-02-01 06:57","FACTORY_C","115.00","44.22","7.16","71.19"
"419","2026-02-01 06:58","FACTORY_C","115.00","44.80","7.20","77.60"
"420","2026-02-01 06:59","FACTORY_C","115.00","45.36","7.23","77.15"
"421","2026-02-01 07:00","FACTORY_C","115.00","42.85","7.26","86.37"
"422","2026-02-01 07:01","FACTORY_C","115.00","43.63","7.25","81.27"
"423","2026-02-01 07:02","FACTORY_C","115.00","45.63","7.14","86.03"
"424","2026-02-01 07:03","FACTORY_C","115.00","45.66","7.21","71.66"
"425","2026-02-01 07:04","FACTORY_C","115.00","44.66","7.11","83.81"
"426","2026-02-01 07:05","FACTORY_C","115.00","44.95","7.19","84.97"
"427","2026-02-01 07:06","FACTORY_C","115.00","42.48","7.25","91.81"
"428","2026-02-01 07:07","FACTORY_C","115.00","44.04","7.22","78.84"
"429","2026-02-01 07:08","FACTORY_C","115.00","46.02","7.23","77.94"
"430","2026-02-01 07:09","FACTORY_C","115.00","45.11","7.27","82.67"
"431","2026-02-01 07:10","FACTORY_C","115.00","46.90","7.29","84.04"
"432","2026-02-01 07:11","FACTORY_C","115.00","45.51","7.14","75.91"
"433","2026-02-01 07:12","FACTORY_C","115.00","45.09","7.26","82.83"
"434","2026-02-01 07:13","FACTORY_C","115.00","47.77","7.25","77.38"
"435","2026-02-01 07:14","FACTORY_C","115.00","44.18","7.18","76.64"
"436","2026-02-01 07:15","FACTORY_C","115.00","45.92","7.22","80.86"
"437","2026-02-01 07:16","FACTORY_C","115.00","42.67","7.22","76.09"
"438","2026-02-01 07:17","FACTORY_C","115.00","44.88","7.16","74.08"
"439","2026-02-01 07:18","FACTORY_C","115.00","42.89","7.19","80.45"
"440","2026-02-01 07:19","FACTORY_C","115.00","43.27","7.21","77.17"
"441","2026-02-01 07:20","FACTORY_C","115.00","44.25","7.19","69.80"
"442","2026-02-01 07:21","FACTORY_C","115.00","45.30","7.23","81.00"
"443","2026-02-01 07:22","FACTORY_C","115.00","44.74","7.23","71.04"
"444","2026-02-01 07:23","FACTORY_C","115.00","46.37","7.22","78.84"
"445","2026-02-01 07:24","FACTORY_C","115.00","41.56","7.18","80.65"
"446","2026-02-01 07:25","FACTORY_C","115.00","46.34","7.20","73.00"
"447","2026-02-01 07:26","FACTORY_C","115.00","43.26","7.17","90.73"
"448","2026-02-01 07:27","FACTORY_C","115.00","43.04","7.24","79.02"
"449","2026-02-01 07:28","FACTORY_C","115.00","46.07","7.23","80.66"
"450","2026-02-01 07:29","FACTORY_C","115.00","44.96","7.21","74.28"
"451","2026-02-01 07:30","FACTORY_C","115.00","44.36","7.12","75.05"
"452","2026-02-01 07:31","FACTORY_C","115.00","46.85","7.16","83.46"
"453","2026-02-01 07:32","FACTORY_C","115.00","45.84","7.20","89.53"
"454","2026-02-01 07:33","FACTORY_C","115.00","45.78","7.20","86.31"
"455","2026-02-01 07:34","FACTORY_C","115.00","42.67","7.10","79.71"
"456","2026-02-01 07:35","FACTORY_C","115.00","44.41","7.18","77.36"
"457","2026-02-01 07:36","FACTORY_C","115.00","45.55","7.15","79.21"
"458","2026-02-01 07:37","FACTORY_C","115.00","42.94","7.26","81.48"
"459","2026-02-01 07:38","FACTORY_C","115.00","44.96","7.22","81.51"
"460","2026-02-01 07:39","FACTORY_C","115.00","43.48","7.17","76.18"
"461","2026-02-01 07:40","FACTORY_C","115.00","45.31","7.22","82.18"
"462","2026-02-01 07:41","FACTORY_C","115.00","45.57","7.22","81.51"
"463","2026-02-01 07:42","FACTORY_C","115.00","45.41","7.22","72.31"
"464","2026-02-01 07:43","FACTORY_C","115.00","44.59","7.25","76.91"
"465","2026-02-01 07:44","FACTORY_C","115.00","43.86","7.23","67.84"
"466","2026-02-01 07:45","FACTORY_C","115.00","45.85","7.26","83.62"
"467","2026-02-01 07:46","FACTORY_C","115.00","44.08","7.15","71.55"
"468","2026-02-01 07:47","FACTORY_C","115.00","46.67","7.19","74.98"
"469","2026-02-01 07:48","FACTORY_C","115.00","46.94","7.23","75.79"
"470","2026-02-01 07:49","FACTORY_C","115.00","43.69","7.17","65.07"
"471","2026-02-01 07:50","FACTORY_C","115.00","46.34","7.25","84.98"
"472","2026-02-01 07:51","FACTORY_C","115.00","46.01","7.21","78.56"
"473","2026-02-01 07:52","FACTORY_C","115.00","43.33","7.21","73.63"
"474","2026-02-01 07:53","FACTORY_C","115.00","43.48","7.22","77.97"
"475","2026-02-01 07:54","FACTORY_C","115.00","43.55","7.08","88.49"
"476","2026-02-01 07:55","FACTORY_C","115.00","43.61","7.10","81.12"
"477","2026-02-01 07:56","FACTORY_C","115.00","46.22","7.21","73.63"
"478","2026-02-01 07:57","FACTORY_C","115.00","47.31","7.17","83.59"
"479","2026-02-01 07:58","FACTORY_C","115.00","41.22","7.14","86.88"
"480","2026-02-01 07:59","FACTORY_C","115.00","45.73","7.20","88.66"
"481","2026-02-01 08:00","FACTORY_C","115.00","46.12","7.14","74.28"
"482","2026-02-01 08:01","FACTORY_C","115.00","46.23","7.29","73.26"
"483","2026-02-01 08:02","FACTORY_C","115.00","46.91","7.22","72.54"
"484","2026-02-01 08:03","FACTORY_C","115.00","43.41","7.11","87.08"
"485","2026-02-01 08:04","FACTORY_C","115.00","44.85","7.22","81.38"
"486","2026-02-01 08:05","FACTORY_C","115.00","45.98","7.16","79.81"
"487","2026-02-01 08:06","FACTORY_C","115.00","45.61","7.20","91.46"
"488","2026-02-01 08:07","FACTORY_C","115.00","45.25","7.24","69.63"
"489","2026-02-01 08:08","FACTORY_C","115.00","44.74","7.27","71.09"
"490","2026-02-01 08:09","FACTORY_C","115.00","44.55","7.08","67.54"
"491","2026-02-01 08:10","FACTORY_C","115.00","44.22","7.20","82.43"
"492","2026-02-01 08:11","FACTORY_C","115.00","45.00","7.27","77.32"
"493","2026-02-01 08:12","FACTORY_C","115.00","47.33","7.17","88.18"
"494","2026-02-01 08:13","FACTORY_C","115.00","45.79","7.16","77.27"
"495","2026-02-01 08:14","FACTORY_C","115.00","44.56","7.24","80.77"
"496","2026-02-01 08:15","FACTORY_C","115.00","45.70","7.11","84.84"
"497","2026-02-01 08:16","FACTORY_C","115.00","43.29","7.18","78.75"
"498","2026-02-01 08:17","FACTORY_C","115.00","43.00","7.12","84.05"
"499","2026-02-01 08:18","FACTORY_C","115.00","45.04","7.21","79.64"
"500","2026-02-01 08:19","FACTORY_C","115.00","47.40","7.17","72.88"
"501","2026-02-01 08:20","FACTORY_C","115.00","49.55","7.22","77.98"
"502","2026-02-01 08:21","FACTORY_C","115.00","45.36","7.17","77.72"
"503","2026-02-01 08:22","FACTORY_C","115.00","43.82","7.24","86.86"
"504","2026-02-01 08:23","FACTORY_C","115.00","44.21","7.21","76.12"
"505","2026-02-01 08:24","FACTORY_C","115.00","45.05","7.28","84.40"
"506","2026-02-01 08:25","FACTORY_C","115.00","44.57","7.26","87.69"
"507","2026-02-01 08:26","FACTORY_C","115.00","43.54","7.22","75.64"
"508","2026-02-01 08:27","FACTORY_C","115.00","42.50","7.28","91.78"
"509","2026-02-01 08:28","FACTORY_C","115.00","47.58","7.11","74.41"
"510","2026-02-01 08:29","FACTORY_C","115.00","48.00","7.23","85.33"
"511","2026-02-01 08:30","FACTORY_C","115.00","45.66","7.25","85.66"
"512","2026-02-01 08:31","FACTORY_C","115.00","45.95","7.27","73.86"
"513","2026-02-01 08:32","FACTORY_C","115.00","45.02","7.21","73.91"
"514","2026-02-01 08:33","FACTORY_C","115.00","46.23","7.20","79.26"
"515","2026-02-01 08:34","FACTORY_C","115.00","43.00","7.18","70.85"
"516","2026-02-01 08:35","FACTORY_C","115.00","45.90","7.24","82.98"
"517","2026-02-01 08:36","FACTORY_C","115.00","45.13","7.22","80.05"
"518","2026-02-01 08:37","FACTORY_C","115.00","44.30","7.13","78.87"
"519","2026-02-01 08:38","FACTORY_C","115.00","43.39","7.19","91.46"
"520","2026-02-01 08:39","FACTORY_C","115.00","43.90","7.23","74.78"
"521","2026-02-01 08:40","FACTORY_C","115.00","44.94","7.22","82.49"
"522","2026-02-01 08:41","FACTORY_C","115.00","44.73","7.25","82.15"
"523","2026-02-01 08:42","FACTORY_C","115.00","41.94","7.21","80.66"
"524","2026-02-01 08:43","FACTORY_C","115.00","44.35","7.22","77.41"
"525","2026-02-01 08:44","FACTORY_C","115.00","45.03","7.17","68.64"
"526","2026-02-01 08:45","FACTORY_C","115.00","45.39","7.25","75.72"
"527","2026-02-01 08:46","FACTORY_C","115.00","44.01","7.20","79.92"
"528","2026-02-01 08:47","FACTORY_C","115.00","47.26","7.22","83.59"
"529","2026-02-01 08:48","FACTORY_C","115.00","45.62","7.25","75.73"
"530","2026-02-01 08:49","FACTORY_C","115.00","47.56","7.15","85.05"
"531","2026-02-01 08:50","FACTORY_C","115.00","46.65","7.26","77.71"
"532","2026-02-01 08:51","FACTORY_C","115.00","46.01","7.18","79.26"
"533","2026-02-01 08:52","FACTORY_C","115.00","44.52","7.13","79.49"
"534","2026-02-01 08:53","FACTORY_C","115.00","46.08","7.28","78.10"
"535","2026-02-01 08:54","FACTORY_C","115.00","45.93","7.15","75.20"
"536","2026-02-01 08:55","FACTORY_C","115.00","46.18","7.26","87.81"
"537","2026-02-01 08:56","FACTORY_C","115.00","42.86","7.23","86.61"
"538","2026-02-01 08:57","FACTORY_C","115.00","47.93","7.12","80.26"
"539","2026-02-01 08:58","FACTORY_C","115.00","46.15","7.20","86.50"
"540","2026-02-01 08:59","FACTORY_C","115.00","46.88","7.17","77.52"
"541","2026-02-01 09:00","FACTORY_C","115.00","45.73","7.22","77.56"
"542","2026-02-01 09:01","FACTORY_C","115.00","45.88","7.20","81.81"
"543","2026-02-01 09:02","FACTORY_C","115.00","46.18","7.23","81.13"
"544","2026-02-01 09:03","FACTORY_C","115.00","46.90","7.28","82.13"
"545","2026-02-01 09:04","FACTORY_C","115.00","46.71","7.17","75.53"
"546","2026-02-01 09:05","FACTORY_C","115.00","46.93","7.21","77.42"
"547","2026-02-01 09:06","FACTORY_C","115.00","45.10","7.09","72.65"
"548","2026-02-01 09:07","FACTORY_C","115.00","43.31","7.15","89.40"
"549","2026-02-01 09:08","FACTORY_C","115.00","43.36","7.20","79.39"
"550","2026-02-01 09:09","FACTORY_C","115.00","43.79","7.15","80.79"
"551","2026-02-01 09:10","FACTORY_C","115.00","46.30","7.28","84.01"
"552","2026-02-01 09:11","FACTORY_C","115.00","43.05","7.28","77.53"
"553","2026-02-01 09:12","FACTORY_C","115.00","47.87","7.19","75.35"
"554","2026-02-01 09:13","FACTORY_C","115.00","47.84","7.24","69.07"
"555","2026-02-01 09:14","FACTORY_C","115.00","42.64","7.25","84.05"
"556","2026-02-01 09:15","FACTORY_C","115.00","45.23","7.22","78.22"
"557","2026-02-01 09:16","FACTORY_C","115.00","43.79","7.24","82.38"
"558","2026-02-01 09:17","FACTORY_C","115.00","43.97","7.20","71.31"
"559","2026-02-01 09:18","FACTORY_C","115.00","43.92","7.17","79.28"
"560","2026-02-01 09:19","FACTORY_C","115.00","42.63","7.22","72.56"
"561","2026-02-01 09:20","FACTORY_C","115.00","45.93","7.20","70.98"
"562","2026-02-01 09:21","FACTORY_C","115.00","44.98","7.19","76.50"
"563","2026-02-01 09:22","FACTORY_C","115.00","45.83","7.23","76.67"
"564","2026-02-01 09:23","FACTORY_C","115.00","46.05","7.23","86.29"
"565","2026-02-01 09:24","FACTORY_C","115.00","45.20","7.16","83.46"
"566","2026-02-01 09:25","FACTORY_C","115.00","42.08","7.14","82.68"
"567","2026-02-01 09:26","FACTORY_C","115.00","46.71","7.14","77.80"
"568","2026-02-01 09:27","FACTORY_C","115.00","46.06","7.26","78.84"
"569","2026-02-01 09:28","FACTORY_C","115.00","45.14","7.20","78.26"
"570","2026-02-01 09:29","FACTORY_C","115.00","45.85","7.16","78.97"
"571","2026-02-01 09:30","FACTORY_C","115.00","44.91","7.24","79.17"
"572","2026-02-01 09:31","FACTORY_C","115.00","47.55","7.23","89.55"
"573","2026-02-01 09:32","FACTORY_C","115.00","44.64","7.18","81.03"
"574","2026-02-01 09:33","FACTORY_C","115.00","44.30","7.17","78.39"
"575","2026-02-01 09:34","FACTORY_C","115.00","44.98","7.21","78.64"
"576","2026-02-01 09:35","FACTORY_C","115.00","44.62","7.14","79.71"
"577","2026-02-01 09:36","FACTORY_C","115.00","46.08","7.17","83.37"
"578","2026-02-01 09:37","FACTORY_C","115.00","46.07","7.19","73.11"
"579","2026-02-01 09:38","FACTORY_C","115.00","47.26","7.06","76.69"
"580","2026-02-01 09:39","FACTORY_C","115.00","43.68","7.22","79.03"
"581","2026-02-01 09:40","FACTORY_C","115.00","45.28","7.20","84.25"
"582","2026-02-01 09:41","FACTORY_C","115.00","44.39","7.16","77.02"
"583","2026-02-01 09:42","FACTORY_C","115.00","45.23","7.16","76.49"
"584","2026-02-01 09:43","FACTORY_C","115.00","43.66","7.23","78.33"
"585","2026-02-01 09:44","FACTORY_C","115.00","47.02","7.21","84.12"
"586","2026-02-01 09:45","FACTORY_C","115.00","43.96","7.16","90.02"
"587","2026-02-01 09:46","FACTORY_C","115.00","44.02","7.22","72.21"
"588","2026-02-01 09:47","FACTORY_C","115.00","46.66","7.29","81.39"
"589","2026-02-01 09:48","FACTORY_C","115.00","47.20","7.19","81.79"
"590","2026-02-01 09:49","FACTORY_C","115.00","46.39","7.17","76.25"
"591","2026-02-01 09:50","FACTORY_C","115.00","45.77","7.26","73.24"
"592","2026-02-01 09:51","FACTORY_C","115.00","44.67","7.20","73.03"
"593","2026-02-01 09:52","FACTORY_C","115.00","43.31","7.18","77.38"
"594","2026-02-01 09:53","FACTORY_C","115.00","47.83","7.30","80.25"
"595","2026-02-01 09:54","FACTORY_C","115.00","46.16","7.23","77.41"
"596","2026-02-01 09:55","FACTORY_C","115.00","48.26","7.18","80.10"
"597","2026-02-01 09:56","FACTORY_C","115.00","44.24","7.22","82.81"
"598","2026-02-01 09:57","FACTORY_C","115.00","48.00","7.21","77.66"
"599","2026-02-01 09:58","FACTORY_C","115.00","44.56","7.22","75.16"
"600","2026-02-01 09:59","FACTORY_C","115.00","45.43","7.20","88.58"
"601","2026-02-01 10:00","FACTORY_C","115.00","44.63","7.28","79.83"
"602","2026-02-01 10:01","FACTORY_C","115.00","47.24","7.17","77.69"
"603","2026-02-01 10:02","FACTORY_C","115.00","43.89","7.12","83.45"
"604","2026-02-01 10:03","FACTORY_C","115.00","44.83","7.19","86.74"
"605","2026-02-01 10:04","FACTORY_C","115.00","48.28","7.11","79.87"
"606","2026-02-01 10:05","FACTORY_C","115.00","44.65","7.24","80.28"
"607","2026-02-01 10:06","FACTORY_C","115.00","46.70","7.22","77.29"
"608","2026-02-01 10:07","FACTORY_C","115.00","46.47","7.08","74.93"
"609","2026-02-01 10:08","FACTORY_C","115.00","44.52","7.13","81.92"
"610","2026-02-01 10:09","FACTORY_C","115.00","45.62","7.25","78.22"
"611","2026-02-01 10:10","FACTORY_C","115.00","46.03","7.18","75.77"
"612","2026-02-01 10:11","FACTORY_C","115.00","43.84","7.21","84.21"
"613","2026-02-01 10:12","FACTORY_C","115.00","43.41","7.18","81.78"
"614","2026-02-01 10:13","FACTORY_C","115.00","43.18","7.19","70.45"
"615","2026-02-01 10:14","FACTORY_C","115.00","45.21","7.24","84.75"
"616","2026-02-01 10:15","FACTORY_C","115.00","47.89","7.24","85.44"
"617","2026-02-01 10:16","FACTORY_C","115.00","44.08","7.18","74.77"
"618","2026-02-01 10:17","FACTORY_C","115.00","44.75","7.14","82.58"
"619","2026-02-01 10:18","FACTORY_C","115.00","46.40","7.14","82.18"
"620","2026-02-01 10:19","FACTORY_C","115.00","46.75","7.19","78.48"
"621","2026-02-01 10:20","FACTORY_C","115.00","44.46","7.20","79.41"
"622","2026-02-01 10:21","FACTORY_C","115.00","44.79","7.25","73.84"
"623","2026-02-01 10:22","FACTORY_C","115.00","44.04","7.21","77.52"
"624","2026-02-01 10:23","FACTORY_C","115.00","44.36","7.21","72.43"
"625","2026-02-01 10:24","FACTORY_C","115.00","44.06","7.20","78.73"
"626","2026-02-01 10:25","FACTORY_C","115.00","45.55","7.17","78.30"
"627","2026-02-01 10:26","FACTORY_C","115.00","43.56","7.15","79.10"
"628","2026-02-01 10:27","FACTORY_C","115.00","44.44","7.19","79.08"
"629","2026-02-01 10:28","FACTORY_C","115.00","43.86","7.22","75.67"
"630","2026-02-01 10:29","FACTORY_C","115.00","44.58","7.20","79.57"
"631","2026-02-01 10:30","FACTORY_C","115.00","46.17","7.15","89.88"
"632","2026-02-01 10:31","FACTORY_C","115.00","44.37","7.15","68.89"
"633","2026-02-01 10:32","FACTORY_C","115.00","44.89","7.14","79.11"
"634","2026-02-01 10:33","FACTORY_C","115.00","45.80","7.29","79.68"
"635","2026-02-01 10:34","FACTORY_C","115.00","47.55","7.21","80.58"
"636","2026-02-01 10:35","FACTORY_C","115.00","43.92","7.20","74.32"
"637","2026-02-01 10:36","FACTORY_C","115.00","45.97","7.20","88.25"
"638","2026-02-01 10:37","FACTORY_C","115.00","44.12","7.25","66.88"
"639","2026-02-01 10:38","FACTORY_C","115.00","45.94","7.31","84.68"
"640","2026-02-01 10:39","FACTORY_C","115.00","43.64","7.17","81.03"
"641","2026-02-01 10:40","FACTORY_C","115.00","44.84","7.25","85.35"
"642","2026-02-01 10:41","FACTORY_C","115.00","43.83","7.19","75.79"
"643","2026-02-01 10:42","FACTORY_C","115.00","48.10","7.21","79.10"
"644","2026-02-01 10:43","FACTORY_C","115.00","44.57","7.19","82.46"
"645","2026-02-01 10:44","FACTORY_C","115.00","44.57","7.21","77.09"
"646","2026-02-01 10:45","FACTORY_C","115.00","42.52","7.24","82.97"
"647","2026-02-01 10:46","FACTORY_C","115.00","45.48","7.12","79.80"
"648","2026-02-01 10:47","FACTORY_C","115.00","43.66","7.23","74.35"
"649","2026-02-01 10:48","FACTORY_C","115.00","44.05","7.24","73.07"
"650","2026-02-01 10:49","FACTORY_C","115.00","41.65","7.09","80.47"
"651","2026-02-01 10:50","FACTORY_C","115.00","44.70","7.19","82.00"
"652","2026-02-01 10:51","FACTORY_C","115.00","42.99","7.19","73.96"
"653","2026-02-01 10:52","FACTORY_C","115.00","44.45","7.19","70.88"
